地址,电话,传真,公司网址,主营产品,企业名称,数据来源
北京东燕郊经济技术开发区,86-0182-32495880-,86---,,"喷砂设备,喷砂机,除锈设备,除锈喷砂机,喷砂机配件,打砂机,除锈机,箱式喷砂机",北京中航技气动液压设备有限责任公司,http://psj001.alu.cn/supply.html
深圳是宝安区松岗街道乐居路,86-0755-89498189-,86---,,"铝合金产品,铜合金产品,不锈钢产品",深圳市莞鹏金属材料有限公司,http://zglybj8.alu.cn/supply.html
深圳市光明新区公明街道署田埔福庄花园133号,86-755-27688242-,86-755-27431163-,,"铣床,磨床,火花机,车床,线切割,电脑锣,高速冲,冲床",深圳市台宏精密机械有限公司,http://taihongjingmijixie.alu.cn/supply.html
上海市松江区泗泾镇,86-021-33553954-,86-021-33553954-,,"气动分离式钢带打包机,气动组合式钢带打包机,气动塑钢带打包机,电动打包机,手动免扣钢带打包机,打包辅助产品,打包耗材",上海缪罗包装器材有限公司,http://shmiaoluo.alu.cn/supply.html
昆山市城北龙生路兴盛路交叉口,86-0512-57318346-,86-0512-57382279-,,"剪板机系列,折弯机系列,风管生产线、角钢生产线,咬口机系列,压筋机系列,数控等离子切割机系列,卷板机系列,辘线机",昆山市金球机床设备有限公司,http://kunshanjinqiu.alu.cn/supply.html
安徽省潜山县源潭镇工业园9号中国刷业基地,86-0556-5712599-,86-0556-8459500-,http://www.ahhyms.com,"铝板清洗毛刷辊,铝板抛光毛刷辊,轮毂去毛刺磨料丝研磨刷,铝制品抛光去毛刺毛刷辊,钢板清洗毛刷辊,镀锌线清洗毛刷辊,铝型材清洗抛光毛刷,铝制品清洗抛光毛刷辊",安徽省潜山县华友刷业有限公司,http://ahhyms.alu.cn/supply.html
苏州市相城区黄埭工业区春申路1008号,86-0512-66039995-,86---,www.jsblqt.com,"臭氧脱硝制氧,VPSA制氧设备,高炉富氧制氧,富氧助燃制氧",江苏宝联气体有限公司,http://baolianqt.alu.cn/supply.html
青州市黄楼街道办事处,86-0536-3535505-,86---,,"混凝土沙石分离机,沙石分离机,混凝土回收设备,砂石分离机,筛沙机,配沙机,洗砂机,洗石机",青州市宏杰机械设备厂,http://hongjiejixie.alu.cn/supply.html
天津市滨海工业园,86-0316-5708792-,86---,,"活性氧化铝球,活性氧化铝粉,煤层气提浓碳分子筛,变压吸附硅胶,3A、4A、5A分子筛,13X分子筛",天津市正源昊业化工科技有限公司,http://zyhy008.alu.cn/supply.html
佛山南海区铝乐,86-0757-85682587-,86-0757-85222053-,,"镂空铝天花,雕花铝单板,铝合金空调罩,氟碳铝单板,铝合金雕花屏风,跌级铝天花板,外墙铝单板,冲孔铝单板",佛山市铝鼎装饰材料有限公司,http://yeskof.alu.cn/supply.html
武汉市江汉区振兴路25号,86-027-83325320-,86-027-83325320-,,"盐酸萘甲唑啉,阿莫西林",湖北兴银河化工有限公司,http://hu20201.alu.cn/supply.html
上海市闵行区莘松路470号,86-159-21298968-,86---,www.shhjcsy.com,"松下气保焊机,松下气保焊枪,松下焊枪,松下氩弧焊机,OTC氩弧焊机,OTC气保焊机,欧地希气保焊枪,松下电焊机",上海甲创实业有限公司,http://shhjcsy.alu.cn/supply.html
昆山开发区同富路36号3号房,86-0512-55156860-,86-0512-55156860-,,"磁力抛光机,圆管抛光机,平板拉丝机,磁力研磨机,镜面抛光机,砂带机,研磨机,震动研磨机",昆山翔睿精密机械有限公司,http://ksxiangruijx.alu.cn/supply.html
郑州市西三十里铺,86-0371-60966257-,86-0371-65988651-,,"百叶窗,护栏,河南百叶窗,河南护栏,郑州百叶窗,郑州护栏,锌钢百叶窗,郑州铝合金护栏",河南筑景装饰工程有限公司,http://wjhl.alu.cn/supply.html
济南市历城区二环东路2666号,86-0531-85800088-,86-0531-85800088-,www.redonwool.com,"硅酸铝陶瓷纤维棉,硅酸铝陶瓷纤维毯,可拆卸保温衣,防火隔热保温罩,玻璃纤维制品,电炉保温层维修",山东热盾高温材料有限公司,http://redondu.alu.cn/supply.html
甘肃省兰州市兰州新区陇商国际大厦,86-0931-8251018-,86-0931-8251018-,,"铝镁锰板,钛锌板,楼承板,波纹板,拱形钢屋盖,彩钢板",兰州中潮建筑材料有限公司,http://gaobo2017.alu.cn/supply.html
广东省深圳市龙华区清湖科技园,86-0755-15099935-,86---,省深圳市龙华区清湖科技园,,"LED显示屏,LED车载屏,LED车顶屏,LED后窗屏","更多",http://kjj168.alu.cn/supply.html
广东省东莞市长安德政西路,86-0769-81665100-,86-0769-81881996-,http://www.c10100.com,"铝管,铝管,不锈钢管,铜带,铜板,铝板,铝带,铝管",东莞博慈金属材料厂,http://dgboci.alu.cn/supply.html
东莞市南城区鸿福路89号鸿富楼西区12A,86-0769-22801618-,86-0769-22806817-,www.zpjc.cn,"冲孔铝合金百叶,冲孔百叶,冲孔空调百叶,空调百叶",东莞市兆品建材有限公司,http://zhaopin.alu.cn/supply.html
苏州市吴中区经济开发区天鹅荡路2号,86-0512-66029566-,86---,,"铝合金硬质快速门,铝合金快速门",科朗斯（苏州）节能科技有限公司,http://kelangsi.alu.cn/supply.html
"中国浙江省台州市 玉环县清港镇工业区",86-0576-81755168-,86-0576-81755168-,,"中频炉自动送料机,中频炉自动上料机",玉环双山机械有限公司,http://yhsstools.alu.cn/supply.html
郑州建设路百花路万乘国际1705,86-0371-60933180-,86-0371-60933180-,,"广告铝框,超薄灯箱,户外宣传栏,海报架,道旗架,吸塑灯箱,拉布灯箱,点餐灯箱",郑州钧道广告器材有限公司,http://zzjundao2015.alu.cn/supply.html
昆山市周市镇黄浦江北路369号4号房,86-0512-57669648-,86---,,"热电偶,热电阻,测温线,氧化铝管,profile,TC",苏州深铂维温控设备有限公司,http://thermowaysq.alu.cn/supply.html
深圳市龙岗区坪地街道坪东社区鸿源路9号,86-0755-28414107-,86-0755-28414107-,,"模具洗模水,压铸洗模水,铝模洗模水,硅胶外部脱模水,橡胶脱模水,硅胶外脱模剂,压铸模具清洗剂,内衣模具清洗剂",深圳市绿保橡塑材料有限公司,http://hys888.alu.cn/supply.html
上海市宝山区友谊路水上新村16号301室,86-021-56560466-,86-021-56560466-,http://www.shzc88.com,宝钢彩钢卷+台湾烨辉彩钢+联合彩钢卷+博思格彩钢板+氟碳彩涂卷+高耐候彩涂卷+硅改性聚脂彩+镀铝锌光板,上海志辰实业有限公司,http://shzcsyf.alu.cn/supply.html
陕西省咸阳市西郊高新区咸兴路10号,86-029-33610527-802,86-029-33610263-,,"高温回转炉,真空熔炼炉,活性炭活化炉,小型回转炉,钟罩炉,ITO靶材烧结专用炉,铝合金真空浇注炉",咸阳鸿峰窑炉设备有限公司,http://appre333.alu.cn/supply.html
昆山市张浦镇欣达路202号,86-0512-57007068-,86-0512-57007078-,http://senrick.1688.com,"工业冷水机,螺杆式冷水机,工业冷油机,工业冷风机,激光冷水机,冷热一体温控机,低温冷水机组,冷却水塔",森瑞克机械（苏州）有限公司,http://senrick.alu.cn/supply.html
浙江省丽水市缙云县壶镇镇聚贤西路29号,86-0578-3162299-,86-0578-3152335-,www.darenjc.com,"多轴钻床,组合机床,数控机床",浙江汉达机械有限公司,http://darenjc.alu.cn/supply.html
苏州市常熟市辛庄镇轻纺园,86-0512-52995073-,86-0512-52991381-,,"铝合金衬塑复合管,pe管,hdpe虹吸管,pert地暖管,hape同层排水管,ppr管,pe消防管,pvc管",苏州通宝管业有限公司,http://tbgy310.alu.cn/supply.html
固安县牛驼镇南王起营村,86-0316-6238371-,86---,,"除尘滤芯,Hydac贺德克滤芯,马勒液压滤芯,大养机滤芯,普拉塞滤芯,唐纳森滤芯,空压机配套滤芯,风机",固安县强滤过滤器材有限公司,http://qianglvguolv.alu.cn/supply.html
广东省东莞市大岭山镇双岭街十二巷六号,86-0137-12582848-,86-0769-85626265-,http://13712582848.1688.com/,"铝材刀具锯片,木工锯片精切,金属冷材精切面锯片,金属管件高速钢锯片,亚克力/有机玻璃锯片,竹工艺精切锯片,多片锯开板多片锯锯片,金属带锯条",东莞市智欣行刀具有限公司,http://zhixinhang1989.alu.cn/supply.html
广东佛山南海区佛山市南海区狮山官窑红星村委会红沙开发区华沙路西侧厂区车间A2之一,86-0757-85893809-,86-0757-81102339-,www.gdrfjx.com,"风管自动生产线,等离子切割机,共板法兰机,多功能咬口机,五线压筋机,七线压筋机,多功能辘骨机,手动折边机",佛山市南海锐丰通用机械有限公司,http://ljf867829890.alu.cn/supply.html
河南省郑州市金水东路7号,86-0371-63280038-,86-0371-63280038-,www.lvyizhipin.com,"别墅大门,铝艺大门,阳台栏杆,别墅护栏,别墅门窗,别墅入户大门,庭院大门,别墅围栏",河南奉世金属制品有限公司,http://zhaoxiaorui0.alu.cn/supply.html
西安市高新区草堂科技基地秦岭四路西2号,86-029-89020808-,86-029-89020899-,http://www.xichi.com,"软起动器,变频器,调功器,低压电机软启动器,高压电机软起动柜,高压变频器,有源电力滤波器,无功补偿装置",西安西驰电气股份有限公司,http://xichi2015.alu.cn/supply.html
上海市普陀区祁安路368弄2号,86-021-61819027-,86-021-51069025-,,"阀门,管道及配件,金材属料,压缩机及配件,电动工具,橡胶制品,船舶设备及配件",茨普阀业（上海）有限公司,http://djqqzz.alu.cn/supply.html
北京市朝阳区王四营乡观音堂7号库,86-010-87705166-,86---,www.xinfuguangyuan.com,"铝合金,铝角,铝槽,铝平板,铝方管,地板压条,装饰线条,铝异型材",北京鑫福广源商贸有限公司,http://aa913005400.alu.cn/supply.html
山东淄博,86-0533-6120768-,86---,淄博,,"硅酸铝纤维制品,耐火浇注料,纳米复合反射保温板,耐高温异形件,高温防护制品","更多",http://jinshi1983.alu.cn/supply.html
江苏昆山市蓬朗镇沿沪大道东（太仓沼丰路888号）,86-0512-55116244-,86-0512-55116244-,,"辊筒输送机,皮带输送机,链式输送机,轻重型货架,金属辊筒（滚筒）,橡胶辊筒（滚筒）,工作台,流利条线棒",昆山开发区陇海自动化设备加工厂,http://longhai8298.alu.cn/supply.html
中国广西平果县工业园铝产业园,86-0776-5887779-,86-0776-5887776-,,"铝合金金锭,铝合金压铸,重力铸造,汽车轮毂",广西平果铝合金精密铸件有限公司,http://shunzi9602.alu.cn/supply.html
泰安市岱岳区天平街道办事处天平店社区,86-0538-8581166-,86-0538-8581166-,,"中冷器焊机专机,焊接机械手臂,等离子数控切割机升降体,自动焊接设备,便携式切割机升降体,便携式切割机弧压调高,数控切割机升降装置,自动焊焊接机械手",泰安市鼎耀商贸有限公司,http://tady66188.alu.cn/supply.html
东莞市寮步镇岭厦管理区恒州高新科技园,86-0769-83226061-,86-0769-83226063-,http://www.mei-hang.com,"进口铝板,进口铝棒,铝管（无缝）,异型材,7075铝板,6061铝板,7075铝棒,2024铝棒",东莞市美航金属材料有限公司销售部,http://mh7075.alu.cn/supply.html
江苏江阴市环城东路,86-0510-88998680-,86-0510-88998680-,,"1060铝板,2024铝板,3003铝板,5052铝板,6061铝板,7075铝板,6063铝板,2A12铝板",江苏鑫誉佳铝业有限公司,http://xinyujia.alu.cn/supply.html
广东省四会市南江工业园,86-0758-3851616-,86-0758-3851606-,http://www.baihuashu.com,"工业铝型材,散热器,铝合金门窗,铝合金卷闸门,铝合金地压条,铝合金幕墙,高隔型材,铝合金家具料",四会市国耀铝业有限公司,http://baihuashu.alu.cn/supply.html
重庆渝北区兰馨大道2号,86-023-81680095-,86-023-67189013-,,"冷焊机,薄板冷焊机,精密补焊机,电火花堆焊修复机,取断丝锥机",重庆安星特机电设备有限公司,http://anxingte.alu.cn/supply.html
合肥市蜀山区肥西路58号兴科大厦813室,86-0551-65553901-,86---,,"高温炉,管式炉,气氛炉,升降炉,真空炉,环境检测设备",合肥聚勒新材料科技有限公司,http://hfjl888.alu.cn/supply.html
昆山市庆丰西路365号,86-0512-57355456-,86-0512-82175675-,http://www.gwjiaodai.com,"双面胶带,工业胶带,LED导热胶带,导电布胶带,聚酰亚胺胶带,玻璃纤维胶带,PET绿色胶带",义尔亿电子,http://ksyeydz.alu.cn/supply.html
泊头市四营开发区,86-0317-8305567-,86-0317-8305567-,www.btdrhb.com,"布袋除尘器,单机除尘器,脉冲除尘器,袋式收尘器,除尘布袋,除尘骨架,电磁脉冲阀,星型卸料器",泊头东润环保设备有限公司,http://btdrhb.alu.cn/supply.html
佛山市南海区里水镇北沙管理区维新市31号,86-0757-85623906-,86-0757-85623907-,Http://www.fsamdrio.com,"气化器,报警器,减压阀,燃烧器,燃气表,流量计,压力表,阀门",佛山市安特尔燃气设备有限公司,http://q1484849843.alu.cn/supply.html
河北省泊头市西环路,86-0317-8193577-,86-0317-8193577-,www.tjthw.com,"螺旋输送机,斗式提升机,埋刮板输送机,粉尘加湿机,星型卸料器,链式斗式提升机,管式螺旋输送机,U型螺旋输送机",沧州衡泰重工机械制造有限公司,http://hthbyn.alu.cn/supply.html
佛山市澜石有色金属市场,86-0757-63261468-,86-0757-63261468-,,"铝板浮雕屏风,铝板雕刻镂空护栏,铝板镜面钛金,不锈钢屏风订做,不锈钢异形制品",佛山市溢升金属制品有限公司,http://fsyszxc.alu.cn/supply.html
滕州市新居街1-3,86-0632-3955557-,86-0632-3976813-,http://www.tzskxc.com,"摇臂钻床,立式钻床,钻铣床,万能铣床,立式铣床,金属带锯床,普通车床,数控铣床",滕州市成海机床有限公司,http://zgchjc.alu.cn/supply.html
河南省巩义市芝田开发区,86-0371-85619119-,86-0371-85619119-,,"聚丙烯酰胺,聚合氯化铝,絮凝剂,活性炭,无烟煤,滤料",巩义市鼎丰水处理材料有限公司,http://gydfscl.alu.cn/supply.html
石岩街道民营路6号,86-0755-32875686-,86-0755-32875686-,xftao1018.wjw.cn,"气动热压成型机,气液增压机,转子压入机,保护膜裁切机,热压鼓包机,单柱油压机,压铸品切边机,硅钢片整平机",深圳市鑫亿空油压机械设备有限公司,http://tel15889306839.alu.cn/supply.html
石湾镇街道湾华湾梁工业区7号之二,86-0757-83134120-,86-0757-83134129-,,"大门拉手,楼梯护栏,楼梯立柱,浮雕壁画,隔断屏风,酒柜,金属制品,五金加工",佛山市禅城区众钰金属制品厂,http://zhongyu045.alu.cn/supply.html
东莞市长安镇沙头社区,86-0769-33329112-,86-0769-85322345-,,"金属材料,钢材,铝材",东莞市柏尔金属制品有限公司,http://boergs.alu.cn/supply.html
山东潍坊昌乐华明工业园,86-0536-8661684-,86-0536-6732797-,,"天沟|,排水管|,排水槽|,虹吸水斗|,雨水管|,雨水槽,铜落水,雨水链",山东蒂美建材有限公司,http://hxzdmjc.alu.cn/supply.html
江苏省丹阳市埤城镇尧巷村滨江国际商城2栋118-126,86-0511-86332889-,86-0511-86332889-,省丹阳市埤城镇尧巷村滨江国际商城2栋118-126,,"变形缝,防滑条,防尘地毯,分隔缝,踢脚线,收边条,钢格板","更多",http://lyjc8888.alu.cn/supply.html
常州市晋陵北路217号,86-0519-83333238-,86-0519-83385167-,,"环氧富锌底漆,氟碳漆,防水涂料,抗静电涂料",常州戴氏化工有限公司,http://daishihuagong.alu.cn/supply.html
苏州吴中区胥口镇皋峰路355号,86-0512-68256152-0,86---,www.yunfan1661.1688.com,"铝箔圆底袋,铝箔立体袋,镀铝编织立体袋,防静电真空袋",苏州云帆新材料有限公司,http://yunfan1661.alu.cn/supply.html
深圳市宝安区沙井街道新沙路华盛智荟大厦1528室（希尔顿酒店上）,86-0755-85296805-,86-0755-27393950-,http://www.szjujieyq.com,"日本共立测试包,研磨抛光耗材,测厚仪,微生物菌测试片,水质分析仪,研磨抛光设备,在线自动加药控制器,X射线镀层测厚仪",深圳市巨杰仪器设备有限公司,http://szjujiekeji.alu.cn/supply.html
无锡市锡山区纺城大道306号,86-0510-88200375-,86-0510-88200375-,,"铝板,铝卷,铝挤压材,铝镜面板,铝花纹板",无锡西铝铝业有限公司,http://westernalu2014.alu.cn/supply.html
东莞市横沥镇裕宁工业区维德路,86-0769-89783695-,86---,,"铝制茶叶盒,金属包装盒,铝烟盒,铝保健品盒,烟草公司烟盒,大铝盒,铝饭盒,铝虫草盒",东莞市天信金属制品有限公司,http://txjinshu.alu.cn/supply.html
济南市历城区华山北路,86-0531-88086657-,86-0531-88086657-,www.jnhuanuo.com,"铝门窗加工设备,断桥铝门窗加工设备,塑钢门窗加工机械,塑料门窗设备,中空玻璃加工设备,雕刻机设备",济南华世诺数控设备有限公司,http://jnhuanuojiqi.alu.cn/supply.html
昆山市周市镇长浜路79号,86-0512-57062224-,86-0512-57061114-,,"模温机,油温机,水温机,高温油温机,高温水温机,水循环温度控制机,油循环温度控制机,模具温度控制机",苏州迈浦特机械有限公司,http://maiputhujy.alu.cn/supply.html
浙江省温州市经济技术开发区金海三道467号,86-0577-55882242-,86---,,"激光切割机,金属激光切割机,光纤激光切割机,温州激光切割机,激光切割机价格",浙江嘉泰激光科技股份有限公司,http://jiatai577.alu.cn/supply.html
常州市武进区长三角模具城25-5二楼,86-0519-81886651-,86---,,"SZ-GCS04,多功能精密铝焊机,SZ-1800,高能精密焊接机,SZ-1200,高能精密焊接机,智能高速堆焊机SZ-HCS04,SZ-08",上海生造机电设备有限公司常州分公司,http://cz0519.alu.cn/supply.html
淄博市淄川经济开发区大钟街176号,86-0533-5418798-,86-0533-5419798-,www.zbbd-chem.com,"氧化铝,氢氧化铝,薄水铝石,高纯一水氧化铝,高温氧化铝,低温氧化铝,焦亚硫酸钾,偏钒酸铵",淄博百大化工有限公司,http://zbbdhgsong.alu.cn/supply.html
佛山市南海区里水布新莲塘,86-0757-89917036-,86-0757-89917038-,,"铝板雕刻屏风,铝板雕刻护栏,铜雕拉手,铝板浮雕壁画,铝板雕刻隔断",佛山市龙马东来金属建材有限公司,http://xingt121.alu.cn/supply.html
福州市仓山区白湖亭北园双湖路10号,86-0591-87487259-,86---,,"轮毂拉丝机,轮毂烤箱,轮毂铝焊机,轮毂修复设备,轮毂整形机",福州格拉思贸易有限公司,http://glass0591.alu.cn/supply.html
上海市青浦区沪青平公路2689号,86-021-60546557-,86-021-59767290-,,"初效过滤棉,油漆滤纸,空气过滤器,净化设备,耐高温高效过滤器,洁净工作台,传递窗,中效无纺布袋式过滤器",上海戈奈净化设备有限公司,http://cngoodair.alu.cn/supply.html
济南市平阴县湖溪街与玫瑰路交汇处,86-0531-87739069-,86-0531-87877933-,,"彩涂铝卷,铝瓦",济南瑞桥铝业有限公司,http://recheeralu.alu.cn/supply.html
杭州北部软件园28号,86-0571-88805281-,86---,,"铝板雕刻机,铜板切割机,铝浮雕雕刻机,雕刻机",杭州大创科技有限公司,http://chnwmj.alu.cn/supply.html
昆山市庆丰东路555号,86-512-55212749-,86-512-82092292-,,"电磁阀,齿轮泵,电机,油缸,气缸,减速机,油泵",昆山点亿工业物资有限公司,http://ksdy2011.alu.cn/supply.html
成都市新都区龙桥镇渭水六社(银河动力对面),86-028-89360428-,86-028-89360428-,,"打圈机,全自动弯框机,2D线材成型机,弯线机,高速调直机,气动对焊机,打扣机,修边机",成都启铭机电设备有限公司,http://wanxianji.alu.cn/supply.html
河北省泊头市付庄开发区,86-0317-8308662-,86-0317-8308662-,,"铸铝件,铸型板加工,铝模具加工,压铸铝件",沧州德安防爆特种工具制造有限公司,http://deanxi.alu.cn/supply.html
广东广州番禺,86-020-31199815-,86-020-31199815-,,"铝单板,铝方通,雕花铝单板,铝窗花,弧形方通,U型方通,型材方通,蜂窝铝板",广州市今辉建材科技有限公司,http://jinhuijiancai.alu.cn/supply.html
上海市虹口区，四川北路1365号,86-021-51860957-,86---,市虹口区，四川北路1365号,http://www.dentt.com/,"进口电动球阀,进口自力式流量调节阀,进口电动蝶阀","更多",http://a1217931199.alu.cn/supply.html
河南省郑州市中原区凯旋门12B,86-0371-87703450-801,86---,,"白刚玉磨料,白刚玉微粉,黑刚玉,黑刚玉抛光砂,氧化铝,碳化硅,绿碳化硅,河南白刚玉",河南特锐磨料磨具有限公司,http://hntrml.alu.cn/supply.html
深圳光明新区公明镇马山头第三工业园光华高升科技园29栋A2楼,86-0755-29940373-,86-0755-29940373-,www.xinkongauto.com,"全自动超声波粗铝线焊接机,全自动粗线楔焊机,超声波铝丝焊线机,粗铝丝压焊机,汽车传感器邦定机,粗铝线邦定机",深圳新控自动化设备有限公司,http://xinkong220.alu.cn/supply.html
河北省沧州市,86-0317-8189923-,86-0317-8189923-,,"压滤机,板框压滤机,厢式压滤机,环保设备,过滤设备,水处理设备",沧州亚龙压滤机有限公司,http://btyalong.alu.cn/supply.html
山东济南济阳,86-0531-68824459-,86---,,"铝板,保温铝皮,铝卷,彩涂铝卷,铝线,铝瓦",山东千亿铝业有限公司,http://sdqianyi.alu.cn/supply.html
山东济南,86-0531-4242323-,86---,,"门窗加工机器,门窗设备,中空玻璃设备,卧式中空机器,开齿穿条机,双组份打胶机,玻璃清洗机,精密锯",济南县百顺机械厂,http://baishun1.alu.cn/supply.html
宝安区沙井中心名座,86-0755-27099734-,86---,,"炉温测试仪,KIC,炉温测试仪,WICKIN,炉温测试仪",深圳市新凯鑫科技有限公司,http://ls246246.alu.cn/supply.html
河北省石家庄市晋州市朝阳街124号,86-0311-84319730-,86-0311-8431-9730,,"铝合金挡水板,防汛打桩机,不锈钢挡水板,窨井防坠网,标志桩,伸缩围栏,绝缘胶垫",河北五星电力设备有限公司,http://wuxing2110.alu.cn/supply.html
上海市申滨南路998号龙湖虹桥天街E座707室,86-021-64325685-,86-021-64325633-,,"铝板带清洗剂,铝合金清洗剂,铝合金切削液",上海康跃化工科技有限公司,http://shanghaikangxing.alu.cn/supply.html
安亭镇墨玉路632弄26号602室,86-0512-36835907-,86-0512-36835907-,,"收线机,校直器,排线器",上海启庞实业有限公司,http://qipang123.alu.cn/supply.html
广州市增城区新塘镇汇创国贸大厦2栋1806室,86-020-32899858-,86-0769-81006832-,,"钢筋桁架楼承板,铝镁锰,开闭口楼承板,彩钢板,奔驰4S店吊顶板",广州臻誉建筑材料有限公司,http://ss18819180713.alu.cn/supply.html
山东省青岛市开发区团结路518号,86-0532-82368538-,86-0532-82368508-,,"陶瓷纤维模块,硅酸铝模块,窑炉保温用耐火模块,陶瓷纤维毯,捡灰炉专用寿毯,耐火纤维板,陶瓷纤维纸,陶瓷纤维纸",青岛同顺兴耐火保温材料有限公司,http://w18563976537.alu.cn/supply.html
河南省郑州市,86-0371-64407031-,86---,,"电机转子粉碎机,电机定子粉碎机,废旧马达转子破碎机,废旧马达定子破碎机,废旧机油滤芯粉碎机,废旧机油滤芯破碎机,电动工具转子定子粉碎机,汽车起动机发电机破碎机",郑州卓恒机械设备有限公司,http://zhjxcj.alu.cn/supply.html
高新技术开发区雪松南路23号,86-0371-67859773-9775,86-0371-67859791-,http://www.berlt.com,"立方氮化硼刀具,PCBN刀片,CBN刀片,数控刀杆,数控刀具,超硬刀具,铣刀盘,加工刹车盘刀具",郑州博特硬质材料有限公司,http://zzberltdaoju.alu.cn/supply.html
上海市松江区小昆山镇平原街922-55,86-021-37786152-,86-021-57825183-,,"液体过滤器,液体过滤袋,除尘袋,过滤芯,空气过滤器,聚丙烯过滤器,初效过滤器,袋式过滤器",上海志合过滤材料有限公司,http://zhfilter.alu.cn/supply.html
山东省淄博市张店区柳泉路世纪新世界广场2号楼1单元1505室,86-0533-2970811-,86-0533-2970711-,http：//www.luonai.net,"刚玉砖,氧化铝空心球砖,刚玉炉管,刚玉耐火泥,氧化锆纤维制品,刚玉莫来石砖,高纯刚玉砖,氧化锆纤维毡",淄博洛耐耐火材料技术有限公司,http://zbluonai.alu.cn/supply.html
山东省经济技术开发区产业园内,86-022-58010751-,中国---,,"铝板,铝管,铝排,铝棒,铝锭,铝带,铝杆,铝型材",山东埃斯曼进出口有限公司,http://sdasmjck.alu.cn/supply.html
河北省泊头市四营工业开发区,86-0317-4581858-,86-0317-8341618-,,"单机除尘器,脉冲布袋除尘器,旋风除尘器,锅炉脱硫除尘器,滤筒除尘器,除尘器布袋,除尘器骨架",泊头市青山环保设备有限公司,http://hu15028757102.alu.cn/supply.html
广东省东莞市清溪镇三中金龙工业区,86-0769-87735899-,86-0769-87739699-,,"金属材料,铝板,铝棒,铝带,铝合金,钨钢,进口钢材,进口铜材",东莞市宏悦金属材料有限公司,http://hongyue5899.alu.cn/supply.html
清溪镇三中金龙工业区,86-0769-87737796-,86-0769-87739699-,,铝合金，铜合金，钨钢，模具钢材，金属材料,东莞市宏悦金属材料有限公司,http://hongyue5888.alu.cn/supply.html
福州市马尾区长安投资区长兴路20号,86-591-63159888-,86-591-63158088-,市马尾区长安投资区长兴路20号,,"易拉盖用铝合金铝板带材,易拉罐用铝及铝合金板带材,铝塑复合板用铝及铝合金板带材,装饰天花用铝及铝合金板带材,车用铝及铝合金板带材,建筑用涂层铝板带材,建筑用涂层铝箔","更多",http://youngboson01.alu.cn/supply.html
上海市闵行区浦江镇陈南路10号,86-021-61553909-,86-021-33503593-,www.shmingpu.com,"松下焊机,松下气保焊机,松下氩弧焊机,松下直流氩弧,松下交直流,松下二保焊机,松下二氧化碳",上海铭浦焊机有限公司,http://wyyzallhjhp0.alu.cn/supply.html
闵行区陈南路418弄10号,86-021-61553909-,86-021-33503593-,闵行区陈南路418弄10号,"松下焊机,松下气保焊机,松下氩弧焊机,松下直流氩弧焊机,松下二保焊机,松下CO2/MAG焊机,松下等离子切割枪,松下焊机配件",上海铭浦机械有限公司,http://w785211103.alu.cn/supply.html
闵行区浦江镇陈南路10号,86-021-61553909-,86-021-33503593-,www.shmingpu.com,"松下焊机,林肯焊机,时代焊机,通用焊机,三社焊机,松下焊割配件,数控切割机,各类焊丝",上海铭浦机械有限公司,http://shmingpuxzx.alu.cn/supply.html
菏泽杜堂镇经济开发区,86-0530-87654321-,86---,www.hzfb.net,"冷冻式干燥机,吸附式干燥机,冷却器,冷油机",菏泽富邦机电设备有限公司,http://hzfbjd.alu.cn/supply.html
湖南省株洲市芦淞区湘大路（原麻纺一分厂）,86-0731-22203428-,86-0731-22203428-,www.zzjcdl.com,"维修及改造电子管,中频电炉,中频电源,中频感应加热炉,中频熔炼炉,IGBT中频设备,中频电源IGBT,中频炉电炉",株洲靖诚电炉制造有限公司,http://zzjcdl.alu.cn/supply.html
深圳市龙岗坂田荷树路8号荷树排工业区,86-755-89218432-,86-755-89218432-,www.dingwas.com,"铝合金门窗,铝合金纱门纱窗,金刚网纱门纱窗,铝合金平开门,铝合金平开窗,铝合金推拉门,铝合金推拉窗,铝合金滑动门",深圳市鼎沃斯门窗有限公司,http://dingwas0716.alu.cn/supply.html
深圳,86-0755-27096799-,86---,,"铝管,铝带,铝线,铝棒,铝板,铝方管,角铝,铝型材",中大管业（深圳）有限公司,http://szzdgy.alu.cn/supply.html
河北省固安县林城开发区,86-0316-6227405-,中国-0316-6227405-,www.shengpenglvye.com,"黎明液压滤芯,贺德克滤芯,滤清器,过滤器,滤油机,过滤设备,颇尔滤芯,派克滤芯",固安县盛鹏滤清器厂,http://shengpenglvye.alu.cn/supply.html
广州市花都区新华街荔枝基路48号,86-020-36819258-,86-020-36819548-,weihu9548.cn.alibaba.com,"合唱台, 合影站架,铝合金灯光架,H架,背景架,龙门架,拼装舞台,伸缩护栏",广州市花都区新华威虎舞台设备厂,http://weihu9548.alu.cn/supply.html
上海松江泗泾镇高新技术开发区横港路1002号,86-021-57643607-,86-021-57678774-,http://www.shlhjs.cn/,"铝板,铝棒,铬锆铜,钨铜,铍铜,硬质合金",上海翎弘铜铝有限责任公司,http://shlhjs321.alu.cn/supply.html
河南省登封市三里庄高新技术工业园区,86-0138-38329227-,86---,http//www.songshangroup.com,硅钼棒+硅碳棒+二硅化钼管+钼电极+钼顶头+各种夹具+钼粉+工业窑炉,河南省郑州市嵩山企业集团有限公司,http://heilongwjs2008.alu.cn/supply.html
